Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Count
Q1,Dismissed,Local,Leicester,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Dismissed,Local,Leicester,Governor,M,25 - 29,e White,b Muslim,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Leicester,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q1,Dismissed,Local,Leicester,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,5
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,3
Q1,Dismissed,Local,Leicester,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Leicester,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Leicester,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Leicester,Governor,M,40 - 49,e White,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Leicester,Governor,M,40 - 49,e White,b Muslim,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Leicester,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Leicester,Governor,M,60 - 69,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Leicester,Independent adjudicator,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Leicester,Independent adjudicator,M,30 - 39,e White,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q1,Dismissed,Local,Leicester,Independent adjudicator,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Commits any assault,1
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,18 - 20,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,Denies access,1
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,e White,i No religion,Violence,Fights with any person,2
Q1,Dismissed,Local,Lewes,Governor,M,25 - 29,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Commits any assault,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Violence,Commits any assault,2
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,8
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,2
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,f Jewish,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,6
Q1,Dismissed,Local,Lewes,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Lewes,Governor,M,40 - 49,a Asian or Asian British,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lewes,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,3
Q1,Dismissed,Local,Lewes,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,40 - 49,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Lewes,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Lewes,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Governor,M,60 - 69,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lewes,Independent adjudicator,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,a Asian or Asian British,i No religion,Violence,Fights with any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Takes improperly any article,1
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Assault on a prisoner,2
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Commits any assault,1
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,e White,a Christian,Violence,Fights with any person,2
Q1,Dismissed,Local,Lincoln,Governor,M,18 - 20,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Takes improperly any article,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,e White,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Dismissed,Local,Lincoln,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,a Christian,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,i No religion,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Lincoln,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,7
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Sell unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,a Asian or Asian British,a Christian,Violence,Commits any assault,1
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,3
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Fails to comply with temporary release conditions,1
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,7
Q1,Dismissed,Local,Lincoln,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q1,Dismissed,Local,Lincoln,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,6
Q1,Dismissed,Local,Lincoln,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Lincoln,Governor,M,50 - 59,e White,i No religion,Violence,Fights with any person,1
Q1,Dismissed,Local,Lincoln,Governor,M,60 - 69,e White,a Christian,Escape/Abscond,Absconds/escapes,1
Q1,Dismissed,Local,Lincoln,Independent adjudicator,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Independent adjudicator,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Lincoln,Independent adjudicator,M,40 - 49,e White,i No religion,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Liverpool,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Liverpool,Governor,M,21 - 24,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,2
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,6
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,i No religion,Violence,Fights with any person,3
Q1,Dismissed,Local,Liverpool,Governor,M,25 - 29,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,8
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,a Christian,Violence,Assault on staff,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,2
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,e Buddhist,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,e Buddhist,Violence,Fights with any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,f Jewish,Unauthorised transactions,Possession of unauthorised articles,6
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Violence,Fights with any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,2
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Sell unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Liverpool,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Liverpool,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Liverpool,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Sell unauthorised articles,1
Q1,Dismissed,Local,Liverpool,Governor,M,50 - 59,e White,e Buddhist,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Liverpool,Governor,M,60 - 69,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Liverpool,Governor,M,60 - 69,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Drug related offence,1
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,e White,a Christian,Disobedience/disrespect,Is disrespectful,1
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Norwich,Governor,M,18 - 20,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,4
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,b Muslim,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,i No religion,Other offences, Endangers health/safety of any person,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,i No religion,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,21 - 24,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,2
Q1,Dismissed,Local,Norwich,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Norwich,Governor,M,25 - 29,e White,b Muslim,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q1,Dismissed,Local,Norwich,Governor,M,30 - 39,e White,i No religion,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Fails to comply with temporary release conditions,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,a Christian,Violence,Assault on staff,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,a Christian,Violence,Fights with any person,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q1,Dismissed,Local,Norwich,Governor,M,50 - 59,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,Obstructs an officer executing his duty,1
Q1,Dismissed,Local,Norwich,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Governor,M,50 - 59,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Norwich,Independent adjudicator,M,18 - 20,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Independent adjudicator,M,30 - 39,a Asian or Asian British,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Independent adjudicator,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Independent adjudicator,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q1,Dismissed,Local,Norwich,Missing,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q1,Dismissed,Local,Nottingham,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on a prisoner,1
Q1,Dismissed,Local,Nottingham,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,b Muslim,Violence,Fights with any person,1
